,customer_id,order_frequency,order_recency,order_monetary,R_score,F_score,M_score,RFM_score,Segment,Scores
75,2695,9,4,11703.11,4,4,4,444,VIP Champions,444
76,165,9,8,9893.75,4,4,4,444,VIP Champions,444
77,234,9,11,11070.19,4,4,4,444,VIP Champions,444
78,1722,9,4,12696.87,4,4,4,444,VIP Champions,444
79,2761,9,7,10079.42,4,4,4,444,VIP Champions,444
80,1233,9,14,11281.31,4,4,4,444,VIP Champions,444
81,1407,9,0,9199.51,4,4,4,444,VIP Champions,444
82,368,9,13,9300.06,4,4,4,444,VIP Champions,444
83,652,9,5,10240.87,4,4,4,444,VIP Champions,444
84,3402,9,12,10700.79,4,4,4,444,VIP Champions,444
85,3044,9,4,10768.18,4,4,4,444,VIP Champions,444
86,1115,9,2,9270.03,4,4,4,444,VIP Champions,444
87,2340,9,5,9442.23,4,4,4,444,VIP Champions,444
88,1232,9,4,10746.19,4,4,4,444,VIP Champions,444
89,239,9,1,12986.13,4,4,4,444,VIP Champions,444
90,1993,9,6,9008.4,4,4,4,444,VIP Champions,444
91,2434,9,0,10024.41,4,4,4,444,VIP Champions,444
92,2111,9,6,11111.3,4,4,4,444,VIP Champions,444
93,2822,9,11,8764.17,4,4,4,444,VIP Champions,444
94,577,11,2,10515.0,4,4,4,444,VIP Champions,444
95,2183,14,8,19071.32,4,4,4,444,VIP Champions,444
96,2070,9,4,12319.54,4,4,4,444,VIP Champions,444
97,799,11,10,14399.89,4,4,4,444,VIP Champions,444
98,2826,12,11,11244.57,4,4,4,444,VIP Champions,444
99,1,11,7,9084.45,4,4,4,444,VIP Champions,444
100,322,12,1,14782.23,4,4,4,444,VIP Champions,444
101,2914,12,12,13824.53,4,4,4,444,VIP Champions,444
102,377,12,6,10730.42,4,4,4,444,VIP Champions,444
103,1438,11,6,12392.71,4,4,4,444,VIP Champions,444
104,1076,12,9,14390.1,4,4,4,444,VIP Champions,444
105,3217,11,8,10733.56,4,4,4,444,VIP Champions,444
106,3286,11,9,11050.25,4,4,4,444,VIP Champions,444
107,1745,12,5,10025.74,4,4,4,444,VIP Champions,444
108,1519,11,8,9090.05,4,4,4,444,VIP Champions,444
109,235,11,2,9629.61,4,4,4,444,VIP Champions,444
110,669,11,8,12187.94,4,4,4,444,VIP Champions,444
111,2999,11,8,12745.98,4,4,4,444,VIP Champions,444
112,1084,11,4,11437.05,4,4,4,444,VIP Champions,444
113,2060,11,5,11179.22,4,4,4,444,VIP Champions,444
114,3420,11,5,13885.45,4,4,4,444,VIP Champions,444
115,2379,11,3,13030.07,4,4,4,444,VIP Champions,444
116,25,12,5,9996.33,4,4,4,444,VIP Champions,444
117,2659,12,0,11948.48,4,4,4,444,VIP Champions,444
118,1140,13,6,16199.24,4,4,4,444,VIP Champions,444
119,2464,13,2,14574.06,4,4,4,444,VIP Champions,444
120,637,13,7,13899.73,4,4,4,444,VIP Champions,444
121,725,11,3,13048.82,4,4,4,444,VIP Champions,444
122,2548,13,3,14027.08,4,4,4,444,VIP Champions,444
123,2072,13,8,11845.44,4,4,4,444,VIP Champions,444
124,2476,14,14,14578.69,4,4,4,444,VIP Champions,444
125,3048,13,4,14756.09,4,4,4,444,VIP Champions,444
126,3232,13,8,13451.28,4,4,4,444,VIP Champions,444
127,1329,11,4,14818.12,4,4,4,444,VIP Champions,444
128,1165,9,10,6796.88,4,4,3,443,VIP Champions,443
129,2372,9,0,8295.0,4,4,3,443,VIP Champions,443
130,1274,10,14,7482.33,4,4,3,443,VIP Champions,443
131,2358,11,3,8523.43,4,4,3,443,VIP Champions,443
132,1137,9,5,8092.31,4,4,3,443,VIP Champions,443
133,993,9,0,8086.79,4,4,3,443,VIP Champions,443
134,1353,9,14,7872.24,4,4,3,443,VIP Champions,443
135,1990,9,9,7905.38,4,4,3,443,VIP Champions,443
136,407,9,9,7837.83,4,4,3,443,VIP Champions,443
137,2149,9,11,7062.67,4,4,3,443,VIP Champions,443
138,1480,9,2,7182.38,4,4,3,443,VIP Champions,443
139,86,9,0,7319.35,4,4,3,443,VIP Champions,443
140,2425,9,8,8310.5,4,4,3,443,VIP Champions,443
141,99,9,2,8279.06,4,4,3,443,VIP Champions,443
142,260,9,8,8587.0,4,4,3,443,VIP Champions,443
143,3013,9,4,8161.56,4,4,3,443,VIP Champions,443
144,359,10,8,8564.63,4,4,3,443,VIP Champions,443
145,1086,9,13,8640.22,4,4,3,443,VIP Champions,443
146,1600,9,13,5904.32,4,4,2,442,Potential Loyalist,442
147,2029,9,1,6555.91,4,4,2,442,Potential Loyalist,442
148,3290,8,2,9719.34,4,3,4,434,VIP Champions,434
149,1446,7,10,9653.68,4,3,4,434,VIP Champions,434
150,2033,7,11,10152.52,4,3,4,434,VIP Champions,434
151,2130,8,1,9169.4,4,3,4,434,VIP Champions,434
152,946,8,2,10866.75,4,3,4,434,VIP Champions,434
153,1867,8,2,11055.86,4,3,4,434,VIP Champions,434
154,611,8,3,10622.38,4,3,4,434,VIP Champions,434
155,605,8,2,9180.13,4,3,4,434,VIP Champions,434
156,934,8,0,9379.6,4,3,4,434,VIP Champions,434
157,144,8,6,8961.14,4,3,4,434,VIP Champions,434
158,2992,8,9,10530.96,4,3,4,434,VIP Champions,434
159,719,8,11,10796.76,4,3,4,434,VIP Champions,434
160,2301,7,5,10628.94,4,3,4,434,VIP Champions,434
161,1158,7,2,9091.98,4,3,4,434,VIP Champions,434
162,2120,8,2,11028.33,4,3,4,434,VIP Champions,434
163,983,8,1,9637.26,4,3,4,434,VIP Champions,434
164,995,7,11,9379.04,4,3,4,434,VIP Champions,434
165,2698,7,12,9054.05,4,3,4,434,VIP Champions,434
166,2418,7,2,9068.28,4,3,4,434,VIP Champions,434
167,886,7,1,9025.03,4,3,4,434,VIP Champions,434
168,1252,7,9,9665.09,4,3,4,434,VIP Champions,434
169,310,7,8,9065.04,4,3,4,434,VIP Champions,434
170,1713,7,6,9031.89,4,3,4,434,VIP Champions,434
171,2993,8,9,11450.73,4,3,4,434,VIP Champions,434
172,3199,8,13,10703.79,4,3,4,434,VIP Champions,434
173,2498,8,7,9981.91,4,3,4,434,VIP Champions,434
174,640,8,10,11141.29,4,3,4,434,VIP Champions,434
175,182,7,13,9279.01,4,3,4,434,VIP Champions,434
176,2369,8,1,11223.94,4,3,4,434,VIP Champions,434
177,3202,8,11,9341.0,4,3,4,434,VIP Champions,434
178,975,8,10,9093.88,4,3,4,434,VIP Champions,434
179,1802,8,13,10435.94,4,3,4,434,VIP Champions,434
180,1470,8,1,8783.3,4,3,4,434,VIP Champions,434
181,1028,7,8,12001.41,4,3,4,434,VIP Champions,434
182,1492,7,13,10034.77,4,3,4,434,VIP Champions,434
183,3241,7,7,9518.2,4,3,4,434,VIP Champions,434
184,2728,8,7,9659.77,4,3,4,434,VIP Champions,434
185,2851,8,9,8746.78,4,3,4,434,VIP Champions,434
186,1706,8,2,9107.39,4,3,4,434,VIP Champions,434
187,1726,8,9,10471.32,4,3,4,434,VIP Champions,434
188,3074,7,10,8822.95,4,3,4,434,VIP Champions,434
189,538,7,4,8944.21,4,3,4,434,VIP Champions,434
190,2865,7,0,11030.02,4,3,4,434,VIP Champions,434
191,195,7,0,12479.46,4,3,4,434,VIP Champions,434
192,217,8,4,11465.25,4,3,4,434,VIP Champions,434
193,2942,8,9,9837.37,4,3,4,434,VIP Champions,434
194,1328,7,0,10301.23,4,3,4,434,VIP Champions,434
195,2937,7,7,11473.75,4,3,4,434,VIP Champions,434
196,3283,7,0,8875.03,4,3,4,434,VIP Champions,434
197,318,7,9,9276.07,4,3,4,434,VIP Champions,434
198,2747,8,14,10528.31,4,3,4,434,VIP Champions,434
199,721,7,4,8883.61,4,3,4,434,VIP Champions,434
200,172,7,11,9250.22,4,3,4,434,VIP Champions,434
201,3191,8,7,9402.43,4,3,4,434,VIP Champions,434
202,973,8,8,12724.26,4,3,4,434,VIP Champions,434
203,2791,7,14,9980.38,4,3,4,434,VIP Champions,434
204,1625,8,9,12809.37,4,3,4,434,VIP Champions,434
205,2879,8,14,9983.98,4,3,4,434,VIP Champions,434
206,790,8,14,9306.61,4,3,4,434,VIP Champions,434
207,1740,8,6,9327.38,4,3,4,434,VIP Champions,434
208,3427,8,1,12523.17,4,3,4,434,VIP Champions,434
209,2458,7,4,11224.23,4,3,4,434,VIP Champions,434
210,2751,8,3,9856.48,4,3,4,434,VIP Champions,434
211,945,7,14,9247.25,4,3,4,434,VIP Champions,434
212,2341,7,13,9978.13,4,3,4,434,VIP Champions,434
213,3375,8,12,8710.18,4,3,4,434,VIP Champions,434
214,2856,7,6,10139.11,4,3,4,434,VIP Champions,434
215,3470,8,2,14126.25,4,3,4,434,VIP Champions,434
216,498,7,7,9834.95,4,3,4,434,VIP Champions,434
217,1299,7,6,9845.31,4,3,4,434,VIP Champions,434
218,1460,8,12,14633.24,4,3,4,434,VIP Champions,434
219,185,7,8,9254.28,4,3,4,434,VIP Champions,434
220,2304,7,3,9747.9,4,3,4,434,VIP Champions,434
221,151,7,0,11422.85,4,3,4,434,VIP Champions,434
222,3223,8,14,8793.49,4,3,4,434,VIP Champions,434
223,3157,8,10,10424.25,4,3,4,434,VIP Champions,434
224,1985,7,0,7022.76,4,3,3,433,VIP Champions,433
225,2603,7,14,7817.94,4,3,3,433,VIP Champions,433
226,124,7,2,8272.15,4,3,3,433,VIP Champions,433
227,1893,7,2,7903.94,4,3,3,433,VIP Champions,433
228,3169,7,0,6806.93,4,3,3,433,VIP Champions,433
229,1763,7,9,7841.49,4,3,3,433,VIP Champions,433
230,548,7,10,7497.25,4,3,3,433,VIP Champions,433
231,1770,7,13,8228.41,4,3,3,433,VIP Champions,433
232,2386,7,12,7710.12,4,3,3,433,VIP Champions,433
233,1182,7,5,7826.44,4,3,3,433,VIP Champions,433
234,3495,7,13,8626.65,4,3,3,433,VIP Champions,433
235,1313,7,7,8113.21,4,3,3,433,VIP Champions,433
236,2621,7,9,6926.01,4,3,3,433,VIP Champions,433
237,3468,7,1,7428.03,4,3,3,433,VIP Champions,433
238,3225,7,8,7505.34,4,3,3,433,VIP Champions,433
239,2335,7,11,7350.46,4,3,3,433,VIP Champions,433
240,2009,7,5,7073.18,4,3,3,433,VIP Champions,433
241,990,7,11,8441.6,4,3,3,433,VIP Champions,433
242,1577,7,12,7980.92,4,3,3,433,VIP Champions,433
243,3007,7,3,8547.34,4,3,3,433,VIP Champions,433
244,3231,7,1,7562.51,4,3,3,433,VIP Champions,433
245,419,7,14,7917.43,4,3,3,433,VIP Champions,433
246,3154,7,14,6780.46,4,3,3,433,VIP Champions,433
247,3395,7,9,7852.11,4,3,3,433,VIP Champions,433
248,110,7,14,7788.71,4,3,3,433,VIP Champions,433
249,1629,7,1,8226.21,4,3,3,433,VIP Champions,433
250,180,7,11,7970.57,4,3,3,433,VIP Champions,433
251,786,7,9,7114.27,4,3,3,433,VIP Champions,433
252,1999,7,3,8432.98,4,3,3,433,VIP Champions,433
253,2082,7,1,6778.84,4,3,3,433,VIP Champions,433
254,270,7,7,7413.61,4,3,3,433,VIP Champions,433
255,2585,7,5,7066.38,4,3,3,433,VIP Champions,433
256,856,7,1,6845.04,4,3,3,433,VIP Champions,433
257,2859,8,10,6793.56,4,3,3,433,VIP Champions,433
258,2109,8,2,7637.12,4,3,3,433,VIP Champions,433
259,1358,8,3,8559.16,4,3,3,433,VIP Champions,433
260,1691,8,2,7630.41,4,3,3,433,VIP Champions,433
261,3337,8,6,8265.62,4,3,3,433,VIP Champions,433
262,1478,8,1,7494.3,4,3,3,433,VIP Champions,433
263,91,8,9,8066.44,4,3,3,433,VIP Champions,433
264,2794,7,5,7835.25,4,3,3,433,VIP Champions,433
265,1098,8,8,7594.29,4,3,3,433,VIP Champions,433
266,115,8,14,8398.18,4,3,3,433,VIP Champions,433
267,1054,8,5,8433.75,4,3,3,433,VIP Champions,433
268,1721,7,0,8195.2,4,3,3,433,VIP Champions,433
269,656,8,10,8438.35,4,3,3,433,VIP Champions,433
270,1217,7,10,8001.53,4,3,3,433,VIP Champions,433
271,3112,8,11,8006.59,4,3,3,433,VIP Champions,433
272,633,7,1,7054.02,4,3,3,433,VIP Champions,433
273,215,8,3,8485.16,4,3,3,433,VIP Champions,433
274,534,8,6,8223.81,4,3,3,433,VIP Champions,433
275,338,7,10,8578.51,4,3,3,433,VIP Champions,433
276,2088,7,9,8654.02,4,3,3,433,VIP Champions,433
277,2607,8,5,7870.34,4,3,3,433,VIP Champions,433
278,1318,7,7,7834.26,4,3,3,433,VIP Champions,433
279,2531,7,5,7233.38,4,3,3,433,VIP Champions,433
280,1830,7,13,7237.05,4,3,3,433,VIP Champions,433
281,187,7,14,6898.79,4,3,3,433,VIP Champions,433
282,381,8,2,8019.8,4,3,3,433,VIP Champions,433
283,470,7,9,7158.48,4,3,3,433,VIP Champions,433
284,2374,7,14,7495.68,4,3,3,433,VIP Champions,433
285,668,7,6,7399.77,4,3,3,433,VIP Champions,433
286,1134,7,3,6797.39,4,3,3,433,VIP Champions,433
287,835,8,7,8541.23,4,3,3,433,VIP Champions,433
288,76,8,1,7425.04,4,3,3,433,VIP Champions,433
289,440,8,11,7773.05,4,3,3,433,VIP Champions,433
290,2647,8,12,7977.09,4,3,3,433,VIP Champions,433
291,3315,7,1,8032.11,4,3,3,433,VIP Champions,433
292,1824,7,12,7059.41,4,3,3,433,VIP Champions,433
293,2884,8,14,6897.47,4,3,3,433,VIP Champions,433
294,1914,8,12,7833.69,4,3,3,433,VIP Champions,433
295,2850,8,7,7671.88,4,3,3,433,VIP Champions,433
296,2796,7,8,8157.72,4,3,3,433,VIP Champions,433
297,1970,8,0,8590.23,4,3,3,433,VIP Champions,433
298,962,7,2,5930.27,4,3,2,432,Loyal,432
299,2530,7,9,5560.28,4,3,2,432,Loyal,432
300,796,7,6,6097.05,4,3,2,432,Loyal,432
301,3183,8,11,6607.77,4,3,2,432,Loyal,432
302,1515,7,8,5844.51,4,3,2,432,Loyal,432
303,1953,7,10,6386.97,4,3,2,432,Loyal,432
304,1996,7,13,6300.45,4,3,2,432,Loyal,432
305,1315,8,5,5675.12,4,3,2,432,Loyal,432
306,410,7,6,5472.9,4,3,2,432,Loyal,432
307,1014,7,4,6269.75,4,3,2,432,Loyal,432
308,2923,7,13,6413.18,4,3,2,432,Loyal,432
309,1301,8,12,5396.44,4,3,2,432,Loyal,432
310,3344,7,10,6236.96,4,3,2,432,Loyal,432
311,328,8,4,5739.53,4,3,2,432,Loyal,432
312,2027,7,14,6353.81,4,3,2,432,Loyal,432
313,1549,7,3,5720.98,4,3,2,432,Loyal,432
314,1798,7,13,6605.39,4,3,2,432,Loyal,432
315,2611,7,2,5700.59,4,3,2,432,Loyal,432
316,3335,7,3,5555.54,4,3,2,432,Loyal,432
317,730,7,14,6529.49,4,3,2,432,Loyal,432
318,116,8,12,5663.92,4,3,2,432,Loyal,432
319,928,8,11,6370.69,4,3,2,432,Loyal,432
320,825,8,10,6046.69,4,3,2,432,Loyal,432
321,1545,7,2,6179.73,4,3,2,432,Loyal,432
322,1221,7,9,5309.76,4,3,2,432,Loyal,432
323,2990,7,14,5394.23,4,3,2,432,Loyal,432
324,1104,7,11,6458.3,4,3,2,432,Loyal,432
325,2958,7,4,6042.2,4,3,2,432,Loyal,432
326,1467,7,13,5883.48,4,3,2,432,Loyal,432
327,2641,7,11,6132.32,4,3,2,432,Loyal,432
328,1925,7,5,6617.74,4,3,2,432,Loyal,432
329,442,7,13,5714.68,4,3,2,432,Loyal,432
330,3088,7,3,6701.71,4,3,2,432,Loyal,432
331,955,7,13,3915.94,4,3,1,431,Potential Loyalist,431
332,908,7,4,4679.15,4,3,1,431,Potential Loyalist,431
333,2559,7,12,4653.55,4,3,1,431,Potential Loyalist,431
334,1207,7,13,4099.09,4,3,1,431,Potential Loyalist,431
335,56,7,2,5060.86,4,3,1,431,Potential Loyalist,431
336,1367,7,11,4991.9,4,3,1,431,Potential Loyalist,431
337,1758,7,2,4887.03,4,3,1,431,Potential Loyalist,431
338,789,8,4,4497.3,4,3,1,431,Potential Loyalist,431
339,2935,7,6,4508.01,4,3,1,431,Potential Loyalist,431
340,2730,7,4,4649.51,4,3,1,431,Potential Loyalist,431
341,398,7,12,4446.48,4,3,1,431,Potential Loyalist,431
342,576,6,7,9475.42,4,2,4,424,Potential Loyalist,424
343,2729,6,6,8706.47,4,2,4,424,Potential Loyalist,424
344,2961,6,2,8983.52,4,2,4,424,Potential Loyalist,424
345,545,6,6,8697.36,4,2,4,424,Potential Loyalist,424
346,3012,6,3,9204.57,4,2,4,424,Potential Loyalist,424
347,52,6,4,9779.71,4,2,4,424,Potential Loyalist,424
348,2536,6,7,9145.1,4,2,4,424,Potential Loyalist,424
349,363,6,14,11621.14,4,2,4,424,Potential Loyalist,424
350,829,6,12,9236.19,4,2,4,424,Potential Loyalist,424
351,742,6,10,6918.96,4,2,3,423,Potential Loyalist,423
352,2053,6,5,7727.0,4,2,3,423,Potential Loyalist,423
353,2325,6,12,7084.51,4,2,3,423,Potential Loyalist,423
354,464,6,9,8289.86,4,2,3,423,Potential Loyalist,423
355,3255,6,2,7050.41,4,2,3,423,Potential Loyalist,423
356,564,6,11,7415.54,4,2,3,423,Potential Loyalist,423
357,2676,6,5,7274.78,4,2,3,423,Potential Loyalist,423
358,1062,6,2,7619.47,4,2,3,423,Potential Loyalist,423
359,132,6,7,7365.93,4,2,3,423,Potential Loyalist,423
360,2282,6,14,6818.61,4,2,3,423,Potential Loyalist,423
361,3008,6,5,7710.66,4,2,3,423,Potential Loyalist,423
362,2427,6,3,7962.36,4,2,3,423,Potential Loyalist,423
363,1540,6,5,7965.92,4,2,3,423,Potential Loyalist,423
364,1594,6,0,8475.63,4,2,3,423,Potential Loyalist,423
365,1589,6,11,8549.57,4,2,3,423,Potential Loyalist,423
366,1787,6,0,7519.39,4,2,3,423,Potential Loyalist,423
367,1303,6,10,7278.72,4,2,3,423,Potential Loyalist,423
368,533,6,2,8210.1,4,2,3,423,Potential Loyalist,423
369,364,6,11,6791.39,4,2,3,423,Potential Loyalist,423
370,3467,6,5,8292.41,4,2,3,423,Potential Loyalist,423
371,2195,6,2,7278.62,4,2,3,423,Potential Loyalist,423
372,2017,6,12,7420.31,4,2,3,423,Potential Loyalist,423
373,1449,6,14,8326.13,4,2,3,423,Potential Loyalist,423
374,3105,6,10,6820.6,4,2,3,423,Potential Loyalist,423
375,1623,6,2,7686.06,4,2,3,423,Potential Loyalist,423
376,3445,6,14,7992.19,4,2,3,423,Potential Loyalist,423
377,374,6,13,7756.64,4,2,3,423,Potential Loyalist,423
378,3133,6,11,7335.61,4,2,3,423,Potential Loyalist,423
379,1860,6,11,7424.78,4,2,3,423,Potential Loyalist,423
380,1052,6,0,8478.41,4,2,3,423,Potential Loyalist,423
381,1994,6,2,7273.34,4,2,3,423,Potential Loyalist,423
382,140,6,3,7649.34,4,2,3,423,Potential Loyalist,423
383,2005,6,5,7337.82,4,2,3,423,Potential Loyalist,423
384,1378,6,12,8072.72,4,2,3,423,Potential Loyalist,423
385,1668,6,4,6878.43,4,2,3,423,Potential Loyalist,423
386,3042,6,11,6916.03,4,2,3,423,Potential Loyalist,423
387,772,6,2,8421.58,4,2,3,423,Potential Loyalist,423
388,1306,6,12,7121.24,4,2,3,423,Potential Loyalist,423
389,1184,6,5,7155.03,4,2,3,423,Potential Loyalist,423
390,3181,6,9,8160.14,4,2,3,423,Potential Loyalist,423
391,1445,6,6,8482.71,4,2,3,423,Potential Loyalist,423
392,134,6,14,7170.95,4,2,3,423,Potential Loyalist,423
393,312,6,13,7564.12,4,2,3,423,Potential Loyalist,423
394,974,6,6,6929.71,4,2,3,423,Potential Loyalist,423
395,1166,6,14,7638.8,4,2,3,423,Potential Loyalist,423
396,1663,6,13,8093.37,4,2,3,423,Potential Loyalist,423
397,405,6,14,7468.88,4,2,3,423,Potential Loyalist,423
398,2597,6,5,7670.71,4,2,3,423,Potential Loyalist,423
399,3472,6,5,6900.7,4,2,3,423,Potential Loyalist,423
400,681,6,7,5888.74,4,2,2,422,Potential Loyalist,422
401,3114,6,3,6458.95,4,2,2,422,Potential Loyalist,422
402,1532,6,3,6446.19,4,2,2,422,Potential Loyalist,422
403,2969,6,11,6455.64,4,2,2,422,Potential Loyalist,422
404,2485,6,4,5955.21,4,2,2,422,Potential Loyalist,422
405,1872,6,3,6136.51,4,2,2,422,Potential Loyalist,422
406,593,6,1,5682.77,4,2,2,422,Potential Loyalist,422
407,1760,6,12,6410.4,4,2,2,422,Potential Loyalist,422
408,40,6,14,6175.27,4,2,2,422,Potential Loyalist,422
409,1795,6,3,6133.57,4,2,2,422,Potential Loyalist,422
410,3332,6,5,6577.57,4,2,2,422,Potential Loyalist,422
411,2098,6,8,5472.62,4,2,2,422,Potential Loyalist,422
412,529,6,12,6036.22,4,2,2,422,Potential Loyalist,422
413,572,6,13,5372.65,4,2,2,422,Potential Loyalist,422
414,1522,6,9,6500.01,4,2,2,422,Potential Loyalist,422
415,1413,6,3,5581.84,4,2,2,422,Potential Loyalist,422
416,716,6,12,6680.78,4,2,2,422,Potential Loyalist,422
417,1906,6,1,5992.34,4,2,2,422,Potential Loyalist,422
418,3363,6,4,6443.93,4,2,2,422,Potential Loyalist,422
419,1088,6,13,6230.39,4,2,2,422,Potential Loyalist,422
420,23,6,10,6377.76,4,2,2,422,Potential Loyalist,422
421,736,6,11,5999.72,4,2,2,422,Potential Loyalist,422
422,2775,6,12,6201.93,4,2,2,422,Potential Loyalist,422
423,1077,6,5,6570.44,4,2,2,422,Potential Loyalist,422
424,3227,6,3,6029.25,4,2,2,422,Potential Loyalist,422
425,1120,6,1,5386.26,4,2,2,422,Potential Loyalist,422
426,485,6,14,5662.31,4,2,2,422,Potential Loyalist,422
427,276,6,3,6112.08,4,2,2,422,Potential Loyalist,422
428,224,6,1,6209.46,4,2,2,422,Potential Loyalist,422
429,2443,6,12,6182.68,4,2,2,422,Potential Loyalist,422
430,926,6,12,5627.58,4,2,2,422,Potential Loyalist,422
431,1326,6,10,6384.11,4,2,2,422,Potential Loyalist,422
432,2535,6,14,5517.49,4,2,2,422,Potential Loyalist,422
433,1702,6,14,5455.59,4,2,2,422,Potential Loyalist,422
434,285,6,7,6725.29,4,2,2,422,Potential Loyalist,422
435,858,6,11,5654.55,4,2,2,422,Potential Loyalist,422
436,2947,6,14,5990.41,4,2,2,422,Potential Loyalist,422
437,1934,6,3,6431.09,4,2,2,422,Potential Loyalist,422
438,2114,6,14,6706.46,4,2,2,422,Potential Loyalist,422
439,1289,6,11,5578.72,4,2,2,422,Potential Loyalist,422
440,62,6,5,5845.95,4,2,2,422,Potential Loyalist,422
441,639,6,8,5831.55,4,2,2,422,Potential Loyalist,422
442,2448,6,6,5418.88,4,2,2,422,Potential Loyalist,422
443,3152,6,11,5683.73,4,2,2,422,Potential Loyalist,422
444,1297,6,2,6037.48,4,2,2,422,Potential Loyalist,422
445,613,6,3,5898.85,4,2,2,422,Potential Loyalist,422
446,447,6,0,6502.92,4,2,2,422,Potential Loyalist,422
